
Motivation_lines,Quotes_category,Images_src
The essence of the beautiful is unity in variety.,UNITY,https://assets.passiton.com/quotes/quote_artwork/7586/medium/20220707_thursday_quote.jpg
"United we stand, divided we fall.",UNITY,https://assets.passiton.com/quotes/quote_artwork/8341/medium/20220706_wednesday_quote.jpg
Unity does not mean sameness. It means oneness of purpose.,UNITY,https://assets.passiton.com/quotes/quote_artwork/8096/medium/20220705_tuesday_quote.jpg
So powerful is the light of unity that it can illuminate the whole earth.,UNITY,https://assets.passiton.com/quotes/quote_artwork/4373/medium/20220704_monday_quote.jpg
"Discovery is seeing what everybody else has seen, and thinking what nobody else has thought.",DISCOVERY,https://assets.passiton.com/quotes/quote_artwork/7381/medium/202200701_friday_quote.jpg
Mistakes are the portals of discovery.,DISCOVERY,https://assets.passiton.com/quotes/quote_artwork/6462/medium/202200630_thursday_quote.jpg
"The real voyage of discovery lies not in seeking new lands, but in seeing with new eyes.",DISCOVERY,https://assets.passiton.com/quotes/quote_artwork/6147/medium/202200629_wednesday_quote.jpg
There are always new things to find out if you go looking for them.,DISCOVERY,https://assets.passiton.com/quotes/quote_artwork/8340/medium/202200628_tuesday_quote.jpg
The greatest discovery of all time is that a person can change their future by merely changing their attitude.,DISCOVERY,https://assets.passiton.com/quotes/quote_artwork/4243/medium/202200627_monday_quote.jpg
Only a life lived for others is worth living.,SELFLESSNESS,https://assets.passiton.com/quotes/quote_artwork/5347/medium/20220624_friday_quote.jpg
Only those who have learned the power of sincere and selfless contribution experience life's deepest joy: true fulfillment.,SELFLESSNESS,https://assets.passiton.com/quotes/quote_artwork/8339/medium/20220623_thursday_quote.jpg
There is nothing more beautiful than someone who goes out of their way to make life beautiful for others.,SELFLESSNESS,https://assets.passiton.com/quotes/quote_artwork/8128/medium/20220622_wednesday_quote.jpg
Selfless giving unto others represents one’s true wealth.,SELFLESSNESS,https://assets.passiton.com/quotes/quote_artwork/8338/medium/20220621_tuesday_quote.jpg
Then give to the world the best you have. And the best will come back to you.,SELFLESSNESS,https://assets.passiton.com/quotes/quote_artwork/8337/medium/20220620_monday_quote.jpg
I believe that the greatest gift you can give your family and the world is a healthy you.,FITNESS,https://assets.passiton.com/quotes/quote_artwork/8334/medium/20220617_friday_quote.jpg
"You have power over your mind—not outside events. Realize this, and you will find strength.",FITNESS,https://assets.passiton.com/quotes/quote_artwork/8333/medium/20220616_thursday_quote.jpg
"Friendship, love, health, energy, enthusiasm, and joy are the things that make life worth living and exploring.",FITNESS,https://assets.passiton.com/quotes/quote_artwork/4839/medium/20220615_wednesday_quote.jpg
"When you get stronger everything in the world gets easier. Change yourself and you've changed everything.
",FITNESS,https://assets.passiton.com/quotes/quote_artwork/8332/medium/20220614_tuesday_quote.jpg
Physical fitness is the first requisite of happiness.,FITNESS,https://assets.passiton.com/quotes/quote_artwork/8124/medium/20220613_monday_quote.jpg
Peace is always beautiful.,PEACE,https://assets.passiton.com/quotes/quote_artwork/6342/medium/20220610_friday_quote.jpg
"If there is to be peace in the world, there must be peace in the nations. If there is to be peace in the nations, there must be peace in the cities. If there is to be peace in the cities, there must be peace between neighbors. If there is to be peace between neighbors, there must be peace in the home. If there is to be peace in the home, there must be peace in the heart.
",PEACE,https://assets.passiton.com/quotes/quote_artwork/8336/medium/20220609_thursday_quote.jpg
Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that.,PEACE,https://assets.passiton.com/quotes/quote_artwork/7171/medium/20220608_wednesday_quote.jpg
"When we have peace in our hearts and minds, we draw peace into our lives.",PEACE,https://assets.passiton.com/quotes/quote_artwork/6962/medium/20220607_tuesday_quote.jpg
"I truly believe the only way we can create global peace is through not only educating our minds, but our hearts and our souls.",PEACE,https://assets.passiton.com/quotes/quote_artwork/8335/medium/20220606_monday_quote.jpg
"Before you are a leader, success is all about growing yourself. When you become a leader, success is all about growing others.",LEADERSHIP,https://assets.passiton.com/quotes/quote_artwork/8219/medium/202200603_friday_quote.jpg
Leadership is unlocking people's potential to become better.,LEADERSHIP,https://assets.passiton.com/quotes/quote_artwork/7732/medium/202200602_thursday_quote.jpg
